purchase_date,category,sub_category,quantity,price,promo_code,total_price,sales_after_promo
2022-08-30,Electronics,Mesin Penghancur Kertas,2,1699000,NOT_USED,3398000,
2022-08-30,Electronics,Mesin Kasir,1,2050000,GRATIS_ONGKIR,2050000,2045000
2022-08-30,Kitchen Equipment,Pompa Galon,3,2380,GRATIS_ONGKIR,7140,2140
2022-08-30,Medicine,Obat Pencernaan & Penyakit Lainnya,3,145000,NOT_USED,435000,
2022-08-30,Make-up,Foundation,3,166500,NOT_USED,499500,
2022-08-30,Kitchen Equipment,Regulator & Penghemat Gas,2,79000,GRATIS_ONGKIR,158000,153000
2022-08-30,Kitchen Equipment,Timbangan Dapur,2,165000,GRATIS_ONGKIR,330000,325000
2022-08-30,Make-up,Bedak Wajah,2,159000,NOT_USED,318000,
2022-08-30,Electronics,Mesin Jilid,2,23500,NOT_USED,47000,
2022-08-30,Make-up,Foundation,3,99000,NOT_USED,297000,
2022-08-30,Kitchen Equipment,Timbangan Dapur,3,57000,NOT_USED,171000,
2022-08-30,Kitchen Equipment,Regulator & Penghemat Gas,1,79000,GRATIS_ONGKIR,79000,74000
2022-08-31,Medicine,Obat Diabetes,3,25000,NOT_USED,75000,
2022-08-31,Make-up,Contour & Bronzer,2,10000,GRATIS_ONGKIR,20000,15000
2022-08-31,Electronics,Kartu RFID,1,1400,NOT_USED,1400,
2022-08-31,Fashion Pria,Vest Pria,1,260000,GRATIS_ONGKIR,260000,255000
2022-08-31,Fashion Wanita,Jacket Wanita,1,189000,NOT_USED,189000,
2022-08-31,Fashion Wanita,Blazer Wanita,2,675000,NOT_USED,1350000,
2022-08-31,Fashion Wanita,Coat Wanita,3,220000,NOT_USED,660000,
2022-08-31,Fashion Wanita,Blazer Wanita,1,55000,NOT_USED,55000,
2022-08-31,Medicine,Obat Sakit Kepala & Demam,1,70800,GRATIS_ONGKIR,70800,65800
2022-08-31,Electronics,Mesin Jilid,1,525,GRATIS_ONGKIR,525,-4475
2022-08-31,Kitchen Equipment,Pompa Galon,2,28500,GRATIS_ONGKIR,57000,52000
2022-08-31,Fashion Wanita,Hoodie Wanita,3,97000,GRATIS_ONGKIR,291000,286000
2022-08-31,Fashion Wanita,Blazer Wanita,2,199000,GRATIS_ONGKIR,398000,393000
2022-08-31,Kitchen Equipment,Sarung Kulkas,1,35000,NOT_USED,35000,
2022-08-31,Kitchen Equipment,Timbangan Dapur,1,26888,GRATIS_ONGKIR,26888,21888
2022-08-31,Kitchen Equipment,Pompa Galon,1,2380,NOT_USED,2380,
2022-08-31,Fashion Pria,Vest Pria,2,319900,GRATIS_ONGKIR,639800,634800
2022-08-31,Fashion Pria,Jaket Pria,2,189900,GRATIS_ONGKIR,379800,374800
2022-08-31,Fashion Pria,Vest Pria,2,75999,GRATIS_ONGKIR,151998,146998
2022-08-31,Kitchen Equipment,Regulator & Penghemat Gas,2,65500,GRATIS_ONGKIR,131000,126000
2022-08-31,Electronics,Mesin Absensi,2,480000,NOT_USED,960000,
2022-08-31,Fashion Pria,Hoodie  Pria,3,4999000,GRATIS_ONGKIR,14997000,14992000
2022-08-31,Medicine,Obat Kulit,3,175000,NOT_USED,525000,
2022-08-31,Electronics,Mesin Absensi,2,19000,NOT_USED,38000,
2022-08-31,Electronics,Laser Pointer,1,48000,NOT_USED,48000,
2022-08-31,Medicine,Obat Herbal,1,275000,NOT_USED,275000,
2022-08-31,Fashion Pria,Sweater Pria,1,72500,GRATIS_ONGKIR,72500,67500
2022-08-31,Make-up,Cushion,2,145000,NOT_USED,290000,
2022-08-31,Medicine,Obat Batuk & Pilek,2,25500,GRATIS_ONGKIR,51000,46000
2022-08-31,Electronics,Mesin Kasir,3,454750,GRATIS_ONGKIR,1364250,1359250
2022-09-01,Kitchen Equipment,Timbangan Dapur,2,29900,NOT_USED,59800,
2022-09-01,Electronics,Mesin Absensi,1,440000,NOT_USED,440000,
2022-09-01,Make-up,Bedak Wajah,1,137000,GRATIS_ONGKIR,137000,132000
2022-09-01,Fashion Wanita,Jacket Wanita,1,155000,GRATIS_ONGKIR,155000,150000
2022-09-01,Make-up,Bedak Wajah,3,65700,NOT_USED,197100,
2022-09-01,Medicine,Obat Bayi,1,159600,NOT_USED,159600,
2022-09-01,Kitchen Equipment,Timbangan Dapur,2,299999,AWAL_GAJIAN,599998,584998
2022-09-01,Electronics,Laser Pointer,3,47900,AWAL_GAJIAN,143700,128700
2022-09-01,Fashion Pria,Sweater Pria,1,60500,AWAL_GAJIAN,60500,45500
2022-09-01,Medicine,Obat Batuk & Pilek,1,21500,AWAL_GAJIAN,21500,6500
2022-09-01,Fashion Wanita,Vest Wanita,3,45500,NOT_USED,136500,
2022-09-01,Kitchen Equipment,Sarung Kulkas,1,155000,AWAL_GAJIAN,155000,140000
2022-09-01,Fashion Wanita,Sweater Wanita,3,54815,GRATIS_ONGKIR,164445,159445
2022-09-01,Kitchen Equipment,Regulator & Penghemat Gas,2,135000,AWAL_GAJIAN,270000,255000
2022-09-01,Fashion Wanita,Sweater Wanita,3,50500,AWAL_GAJIAN,151500,136500
2022-09-01,Medicine,Obat Lainnya,3,50000,GRATIS_ONGKIR,150000,145000
2022-09-01,Kitchen Equipment,Sarung Kulkas,3,35000,NOT_USED,105000,
2022-09-01,Make-up,Bedak Wajah,1,72680,GRATIS_ONGKIR,72680,67680
2022-09-01,Kitchen Equipment,Regulator & Penghemat Gas,2,135000,NOT_USED,270000,
2022-09-01,Fashion Pria,Hoodie  Pria,2,4999000,AWAL_GAJIAN,9998000,9983000
2022-09-01,Make-up,Bedak Wajah,3,11990,AWAL_GAJIAN,35970,20970
2022-09-01,Electronics,Mesin Kasir,3,260000,NOT_USED,780000,
2022-09-01,Kitchen Equipment,Dispenser Air,2,125000,GRATIS_ONGKIR,250000,245000
2022-09-01,Kitchen Equipment,Rak Dapur,3,169000,NOT_USED,507000,
2022-09-01,Medicine,Obat Herbal,3,115999,NOT_USED,347997,
2022-09-01,Fashion Wanita,Blazer Wanita,2,125000,AWAL_GAJIAN,250000,235000
2022-09-01,Fashion Pria,Jaket Pria,3,95000,NOT_USED,285000,
2022-09-01,Electronics,Mesin Laminating,3,84690,GRATIS_ONGKIR,254070,249070
2022-09-01,Electronics,Mesin Hitung Uang,1,64000,NOT_USED,64000,
2022-09-01,Kitchen Equipment,Dispenser Air,1,1650020,GRATIS_ONGKIR,1650020,1645020
2022-09-01,Fashion Wanita,Vest Wanita,3,40500,AWAL_GAJIAN,121500,106500
2022-09-01,Make-up,Cushion,3,189000,AWAL_GAJIAN,567000,552000
2022-09-01,Fashion Pria,Jaket Pria,2,140000,AWAL_GAJIAN,280000,265000
2022-09-01,Make-up,Bedak Wajah,2,29640,GRATIS_ONGKIR,59280,54280
2022-09-01,Fashion Pria,Hoodie  Pria,1,199999,NOT_USED,199999,
2022-09-01,Kitchen Equipment,Pompa Galon,3,34000,GRATIS_ONGKIR,102000,97000
2022-09-01,Fashion Wanita,Blazer Wanita,3,125000,NOT_USED,375000,
2022-09-01,Fashion Pria,Jaket Pria,1,189900,NOT_USED,189900,
2022-09-01,Electronics,Laser Pointer,3,55000,GRATIS_ONGKIR,165000,160000
2022-09-01,Fashion Wanita,Vest Wanita,1,31500,AWAL_GAJIAN,31500,16500
2022-09-02,Fashion Pria,Jaket Pria,3,189900,GRATIS_ONGKIR,569700,564700
2022-09-02,Kitchen Equipment,Pompa Galon,2,26000,NOT_USED,52000,
2022-09-02,Fashion Pria,Jaket Pria,2,135000,NOT_USED,270000,
2022-09-02,Make-up,CC Cream,2,165000,GRATIS_ONGKIR,330000,325000
2022-09-02,Make-up,BB cream,2,19500,GRATIS_ONGKIR,39000,34000
2022-09-02,Fashion Wanita,Jacket Wanita,3,189000,GRATIS_ONGKIR,567000,562000
2022-09-02,Medicine,Obat Lainnya,2,4874,GRATIS_ONGKIR,9748,4748
2022-09-02,Make-up,Concealer & Color Corrector,1,32000,GRATIS_ONGKIR,32000,27000
2022-09-02,Electronics,Mesin Absensi,3,19000,NOT_USED,57000,
2022-09-02,Electronics,Mesin Jilid,1,41990,NOT_USED,41990,
2022-09-02,Fashion Pria,Jaket Pria,3,150000,NOT_USED,450000,
2022-09-02,Fashion Pria,Jaket Pria,2,130000,NOT_USED,260000,
2022-09-02,Fashion Wanita,Cardigan Wanita,2,49500,GRATIS_ONGKIR,99000,94000
2022-09-02,Electronics,Mesin Jilid,1,41990,GRATIS_ONGKIR,41990,36990
2022-09-02,Make-up,Bedak Wajah,2,65700,NOT_USED,131400,
2022-09-02,Electronics,Mesin Penghancur Kertas,1,59800,NOT_USED,59800,
2022-09-02,Medicine,Obat Lainnya,2,14800,NOT_USED,29600,
2022-09-02,Kitchen Equipment,Regulator & Penghemat Gas,3,61600,NOT_USED,184800,
2022-09-02,Fashion Wanita,Sweater Wanita,3,54815,GRATIS_ONGKIR,164445,159445
2022-09-02,Make-up,Foundation,1,150000,GRATIS_ONGKIR,150000,145000
2022-09-02,Fashion Pria,Vest Pria,1,75999,NOT_USED,75999,
2022-09-02,Make-up,Bedak Wajah,1,115000,NOT_USED,115000,
2022-09-02,Electronics,Mesin Jilid,3,525,GRATIS_ONGKIR,1575,-3425
2022-09-02,Electronics,Kartu RFID,2,1400,GRATIS_ONGKIR,2800,-2200
2022-09-02,Make-up,Setting Spray,1,27000,NOT_USED,27000,
2022-09-03,Medicine,Obat Alergi,1,25260,NOT_USED,25260,
2022-09-03,Fashion Pria,Jaket Pria,3,132500,GRATIS_ONGKIR,397500,392500
2022-09-03,Medicine,Obat Herbal,2,84645,NOT_USED,169290,
2022-09-03,Fashion Wanita,Cardigan Wanita,3,650000,GRATIS_ONGKIR,1950000,1945000
2022-09-03,Make-up,Bedak Wajah,3,11990,GRATIS_ONGKIR,35970,30970
2022-09-03,Make-up,Highlighter,1,89000,GRATIS_ONGKIR,89000,84000
2022-09-03,Make-up,Bedak Wajah,3,25600,GRATIS_ONGKIR,76800,71800
2022-09-03,Make-up,Foundation,3,150000,GRATIS_ONGKIR,450000,445000
2022-09-03,Fashion Wanita,Blazer Wanita,3,185000,GRATIS_ONGKIR,555000,550000
2022-09-03,Medicine,Obat Alergi,2,27887,GRATIS_ONGKIR,55774,50774
2022-09-03,Fashion Pria,Sweater Pria,2,119900,NOT_USED,239800,
2022-09-03,Fashion Wanita,Sweater Wanita,3,69000,NOT_USED,207000,
2022-09-03,Kitchen Equipment,Rak Dapur,2,22900,NOT_USED,45800,
2022-09-03,Fashion Wanita,Cardigan Wanita,1,30000,NOT_USED,30000,
2022-09-03,Electronics,Mesin Laminating,1,340000,NOT_USED,340000,
2022-09-03,Kitchen Equipment,Regulator & Penghemat Gas,2,79000,GRATIS_ONGKIR,158000,153000
2022-09-03,Fashion Pria,Jaket Pria,1,64500,GRATIS_ONGKIR,64500,59500
2022-09-03,Medicine,Obat Batuk & Pilek,3,24500,GRATIS_ONGKIR,73500,68500
2022-09-03,Kitchen Equipment,Pompa Galon,1,24900,NOT_USED,24900,
2022-09-03,Fashion Wanita,Cardigan Wanita,2,142000,GRATIS_ONGKIR,284000,279000
2022-09-03,Kitchen Equipment,Timbangan Dapur,3,30999,GRATIS_ONGKIR,92997,87997
2022-09-03,Electronics,Mesin Laminating,2,78790,NOT_USED,157580,
2022-09-03,Medicine,Obat Herbal,1,170000,GRATIS_ONGKIR,170000,165000
2022-09-03,Electronics,Mesin Jilid,2,41990,GRATIS_ONGKIR,83980,78980
2022-09-03,Medicine,Obat Diabetes,3,275000,NOT_USED,825000,
2022-09-03,Fashion Pria,Jaket Pria,3,185000,GRATIS_ONGKIR,555000,550000
2022-09-03,Make-up,Face Primer,3,51480,NOT_USED,154440,
2022-09-03,Make-up,Bedak Wajah,2,115000,NOT_USED,230000,
2022-09-04,Fashion Pria,Hoodie  Pria,2,229999,NOT_USED,459998,
2022-09-04,Kitchen Equipment,Pompa Galon,2,110000,GRATIS_ONGKIR,220000,215000
2022-09-04,Medicine,Obat Herbal,3,120000,GRATIS_ONGKIR,360000,355000
2022-09-04,Fashion Wanita,Cardigan Wanita,2,142000,GRATIS_ONGKIR,284000,279000
2022-09-04,Medicine,Obat Pencernaan & Penyakit Lainnya,1,49575,NOT_USED,49575,
2022-09-04,Kitchen Equipment,Sarung Kulkas,2,35000,GRATIS_ONGKIR,70000,65000
2022-09-04,Fashion Wanita,Hoodie Wanita,2,97000,GRATIS_ONGKIR,194000,189000
2022-09-04,Fashion Pria,Coat Pria,3,193800,GRATIS_ONGKIR,581400,576400
2022-09-04,Make-up,Bedak Wajah,1,69000,GRATIS_ONGKIR,69000,64000
2022-09-04,Electronics,Mesin Jilid,2,52700,NOT_USED,105400,
2022-09-04,Fashion Wanita,Coat Wanita,2,220000,NOT_USED,440000,
2022-09-04,Electronics,Laser Pointer,2,159000,NOT_USED,318000,
2022-09-04,Fashion Pria,Hoodie  Pria,2,195000,GRATIS_ONGKIR,390000,385000
2022-09-04,Fashion Wanita,Blazer Wanita,3,75900,GRATIS_ONGKIR,227700,222700
2022-09-04,Fashion Pria,Vest Pria,2,130000,NOT_USED,260000,
2022-09-04,Fashion Pria,Jaket Pria,2,65000,NOT_USED,130000,
2022-09-04,Electronics,Mesin Laminating,2,10000,GRATIS_ONGKIR,20000,15000
2022-09-04,Make-up,Bedak Wajah,3,137000,NOT_USED,411000,
2022-09-04,Make-up,Cushion,3,19900,NOT_USED,59700,
2022-09-04,Make-up,Foundation,3,166500,NOT_USED,499500,
2022-09-04,Medicine,Obat Herbal,3,230000,GRATIS_ONGKIR,690000,685000
2022-09-04,Fashion Pria,Vest Pria,3,78999,GRATIS_ONGKIR,236997,231997
2022-09-04,Make-up,Bedak Wajah,2,27000,NOT_USED,54000,
2022-09-04,Make-up,Bedak Wajah,1,48960,NOT_USED,48960,
2022-09-04,Medicine,Obat Batuk & Pilek,3,25500,NOT_USED,76500,
2022-09-05,Electronics,Laser Pointer,1,159000,GRATIS_ONGKIR,159000,154000
2022-09-05,Fashion Wanita,Cardigan Wanita,2,37900,GRATIS_ONGKIR,75800,70800
2022-09-05,Fashion Wanita,Jacket Wanita,3,358000,NOT_USED,1074000,
2022-09-05,Medicine,Obat Batuk & Pilek,2,25000,GRATIS_ONGKIR,50000,45000
2022-09-05,Kitchen Equipment,Rak Dapur,1,169000,NOT_USED,169000,
2022-09-05,Medicine,Obat Diabetes,3,25000,NOT_USED,75000,
2022-09-05,Medicine,Obat Sakit Kepala & Demam,2,15700,GRATIS_ONGKIR,31400,26400
2022-09-05,Medicine,Obat Kulit,2,31000,NOT_USED,62000,
2022-09-05,Medicine,"Obat Otot, Tulang & Sendi",1,18187,GRATIS_ONGKIR,18187,13187
2022-09-05,Kitchen Equipment,Dispenser Air,3,1650020,NOT_USED,4950060,
2022-09-05,Medicine,Obat Asma,3,93000,GRATIS_ONGKIR,279000,274000
2022-09-05,Make-up,Bedak Wajah,3,115000,NOT_USED,345000,
2022-09-05,Make-up,Cushion,2,19900,GRATIS_ONGKIR,39800,34800
2022-09-05,Fashion Wanita,Jacket Wanita,3,60000,NOT_USED,180000,
2022-09-05,Electronics,Mesin Laminating,2,10000,NOT_USED,20000,
2022-09-05,Fashion Pria,Vest Pria,2,85000,GRATIS_ONGKIR,170000,165000
2022-09-05,Kitchen Equipment,Dispenser Air,2,205000,GRATIS_ONGKIR,410000,405000
2022-09-05,Fashion Pria,Jaket Pria,3,124900,GRATIS_ONGKIR,374700,369700
2022-09-05,Make-up,Blush On,1,25790,GRATIS_ONGKIR,25790,20790
2022-09-05,Medicine,Obat Alergi,3,27887,GRATIS_ONGKIR,83661,78661
2022-09-05,Kitchen Equipment,Regulator & Penghemat Gas,3,61600,NOT_USED,184800,
2022-09-05,Medicine,Obat Herbal,2,46942,NOT_USED,93884,
2022-09-05,Medicine,Obat Sakit Kepala & Demam,1,15700,GRATIS_ONGKIR,15700,10700
2022-09-05,Make-up,Bedak Wajah,1,65700,GRATIS_ONGKIR,65700,60700
2022-09-05,Electronics,Mesin Absensi,3,440000,NOT_USED,1320000,
2022-09-05,Medicine,Obat Herbal,1,115999,GRATIS_ONGKIR,115999,110999
2022-09-06,Medicine,Obat Herbal,3,230000,NOT_USED,690000,
2022-09-06,Electronics,LED Proyektor,3,59900,NOT_USED,179700,
2022-09-06,Fashion Pria,Jaket Pria,3,112950,GRATIS_ONGKIR,338850,333850
2022-09-06,Kitchen Equipment,Regulator & Penghemat Gas,2,74950,NOT_USED,149900,
2022-09-06,Fashion Pria,Vest Pria,2,69000,GRATIS_ONGKIR,138000,133000
2022-09-06,Fashion Wanita,Blazer Wanita,1,89900,NOT_USED,89900,
2022-09-06,Kitchen Equipment,Timbangan Dapur,2,52000,NOT_USED,104000,
2022-09-06,Electronics,Mesin Jilid,3,31100,NOT_USED,93300,
2022-09-06,Medicine,Obat Herbal,3,230000,GRATIS_ONGKIR,690000,685000
2022-09-06,Fashion Pria,Hoodie  Pria,3,65000,NOT_USED,195000,
2022-09-06,Electronics,Mesin Jilid,3,31100,GRATIS_ONGKIR,93300,88300
2022-09-06,Fashion Wanita,Sweater Wanita,2,54815,GRATIS_ONGKIR,109630,104630
2022-09-06,Fashion Wanita,Coat Wanita,2,237500,GRATIS_ONGKIR,475000,470000
2022-09-06,Fashion Wanita,Hoodie Wanita,1,74800,NOT_USED,74800,
2022-09-06,Kitchen Equipment,Regulator & Penghemat Gas,2,79000,GRATIS_ONGKIR,158000,153000
2022-09-06,Electronics,Mesin Absensi,3,440000,NOT_USED,1320000,
2022-09-06,Medicine,Obat Sakit Kepala & Demam,2,67570,NOT_USED,135140,
2022-09-06,Fashion Pria,Jaket Pria,3,185000,NOT_USED,555000,
2022-09-06,Kitchen Equipment,Pompa Galon,3,25000,GRATIS_ONGKIR,75000,70000
2022-09-06,Electronics,Laser Pointer,1,107000,NOT_USED,107000,
2022-09-06,Medicine,Obat Sakit Kepala & Demam,3,24250,GRATIS_ONGKIR,72750,67750
2022-09-06,Kitchen Equipment,Timbangan Dapur,1,68888,GRATIS_ONGKIR,68888,63888
2022-09-06,Medicine,Obat Jerawat,3,51682,NOT_USED,155046,
2022-09-07,Medicine,Obat Alergi,2,13135,NOT_USED,26270,
2022-09-07,Electronics,Mesin Laminating,1,10000,GRATIS_ONGKIR,10000,5000
2022-09-07,Kitchen Equipment,Timbangan Dapur,1,29900,NOT_USED,29900,
2022-09-07,Fashion Pria,Vest Pria,1,64900,NOT_USED,64900,
2022-09-07,Kitchen Equipment,Timbangan Dapur,3,299999,GRATIS_ONGKIR,899997,894997
2022-09-07,Fashion Wanita,Jacket Wanita,3,62400,GRATIS_ONGKIR,187200,182200
2022-09-07,Electronics,Mesin Jilid,2,31100,GRATIS_ONGKIR,62200,57200
2022-09-07,Medicine,Obat Bayi,3,159600,NOT_USED,478800,
2022-09-07,Kitchen Equipment,Regulator & Penghemat Gas,2,85000,GRATIS_ONGKIR,170000,165000
2022-09-07,Make-up,Face Primer,3,84150,NOT_USED,252450,
2022-09-07,Fashion Wanita,Cardigan Wanita,1,44000,NOT_USED,44000,
2022-09-07,Medicine,Obat Batuk & Pilek,3,25500,NOT_USED,76500,
2022-09-07,Make-up,Face Primer,3,39000,NOT_USED,117000,
2022-09-07,Electronics,Mesin Kasir,2,260000,GRATIS_ONGKIR,520000,515000
2022-09-07,Fashion Wanita,Coat Wanita,2,220000,GRATIS_ONGKIR,440000,435000
2022-09-07,Fashion Pria,Coat Pria,1,193800,GRATIS_ONGKIR,193800,188800
2022-09-07,Fashion Pria,Jaket Pria,1,140000,GRATIS_ONGKIR,140000,135000
2022-09-07,Kitchen Equipment,Regulator & Penghemat Gas,3,61600,NOT_USED,184800,
2022-09-07,Medicine,Obat Lainnya,3,72500,GRATIS_ONGKIR,217500,212500
2022-09-08,Kitchen Equipment,Timbangan Dapur,3,52000,NOT_USED,156000,
2022-09-08,Medicine,Obat Sakit Kepala & Demam,2,7000,NOT_USED,14000,
2022-09-08,Fashion Pria,Hoodie  Pria,2,529000,NOT_USED,1058000,
2022-09-08,Make-up,CC Cream,2,165000,GRATIS_ONGKIR,330000,325000
2022-09-08,Fashion Pria,Vest Pria,3,78999,GRATIS_ONGKIR,236997,231997
2022-09-08,Make-up,Face Primer,1,81180,NOT_USED,81180,
2022-09-08,Fashion Pria,Jaket Pria,2,95000,NOT_USED,190000,
2022-09-08,Fashion Pria,Vest Pria,2,319900,NOT_USED,639800,
2022-09-08,Make-up,Foundation,3,36975,GRATIS_ONGKIR,110925,105925
2022-09-08,Fashion Wanita,Jacket Wanita,2,56900,GRATIS_ONGKIR,113800,108800
2022-09-08,Kitchen Equipment,Alat Pembuka Kaleng,1,35000,NOT_USED,35000,
2022-09-08,Kitchen Equipment,Pompa Galon,1,25000,NOT_USED,25000,
2022-09-08,Medicine,Obat Herbal,1,85000,GRATIS_ONGKIR,85000,80000
2022-09-08,Fashion Pria,Jaket Pria,3,140000,GRATIS_ONGKIR,420000,415000
2022-09-08,Fashion Pria,Cardigan Pria,1,479000,GRATIS_ONGKIR,479000,474000
2022-09-08,Make-up,Foundation,2,49875,GRATIS_ONGKIR,99750,94750
2022-09-08,Make-up,Cushion,2,168750,NOT_USED,337500,
2022-09-08,Fashion Wanita,Coat Wanita,1,237500,NOT_USED,237500,
2022-09-08,Fashion Pria,Hoodie  Pria,2,150000,NOT_USED,300000,
2022-09-08,Electronics,Laser Pointer,2,55000,NOT_USED,110000,
2022-09-08,Kitchen Equipment,Water Purifier,3,449000,GRATIS_ONGKIR,1347000,1342000
2022-09-08,Fashion Wanita,Blazer Wanita,2,125000,GRATIS_ONGKIR,250000,245000
2022-09-08,Electronics,LED Proyektor,2,1515000,NOT_USED,3030000,
2022-09-08,Make-up,Blush On,2,42660,NOT_USED,85320,
2022-09-08,Make-up,Concealer & Color Corrector,2,116250,NOT_USED,232500,
2022-09-08,Kitchen Equipment,Regulator & Penghemat Gas,1,64000,GRATIS_ONGKIR,64000,59000
2022-09-08,Fashion Wanita,Blazer Wanita,1,37500,NOT_USED,37500,
2022-09-08,Medicine,Obat Alergi,2,33343,NOT_USED,66686,
2022-09-09,Kitchen Equipment,Water Purifier,3,5800,NOT_USED,17400,
2022-09-09,Electronics,Mesin Absensi,2,19000,GRATIS_ONGKIR,38000,33000
2022-09-09,Fashion Wanita,Cardigan Wanita,3,650000,NOT_USED,1950000,
2022-09-09,Fashion Pria,Vest Pria,3,85000,NOT_USED,255000,
2022-09-09,Electronics,Mesin Kasir,3,454750,NOT_USED,1364250,
2022-09-09,Electronics,Kartu RFID,3,130000,NOT_USED,390000,
2022-09-09,Kitchen Equipment,Pompa Galon,2,34000,GRATIS_ONGKIR,68000,63000
2022-09-09,Make-up,Setting Spray,2,157500,NOT_USED,315000,
2022-09-09,Medicine,Obat Sakit Kepala & Demam,2,67570,GRATIS_ONGKIR,135140,130140
2022-09-09,Electronics,Mesin Jilid,2,64020,NOT_USED,128040,
2022-09-09,Make-up,Face Primer,2,103500,GRATIS_ONGKIR,207000,202000
2022-09-09,Fashion Pria,Jaket Pria,1,100000,GRATIS_ONGKIR,100000,95000
2022-09-09,Kitchen Equipment,Regulator & Penghemat Gas,1,109000,GRATIS_ONGKIR,109000,104000
2022-09-09,Electronics,Mesin Jilid,1,525,GRATIS_ONGKIR,525,-4475
2022-09-09,Make-up,Blush On,3,53000,NOT_USED,159000,
2022-09-09,Electronics,Laser Pointer,2,47900,NOT_USED,95800,
2022-09-09,Fashion Pria,Hoodie  Pria,3,65000,NOT_USED,195000,
2022-09-09,Fashion Wanita,Sweater Wanita,3,54815,NOT_USED,164445,
2022-09-09,Fashion Wanita,Cardigan Wanita,2,650000,NOT_USED,1300000,
2022-09-09,Fashion Wanita,Blazer Wanita,2,109000,NOT_USED,218000,
2022-09-09,Fashion Pria,Jaket Pria,3,125100,GRATIS_ONGKIR,375300,370300
2022-09-09,Make-up,Face Primer,1,58000,NOT_USED,58000,
2022-09-09,Medicine,Obat Lainnya,1,14800,GRATIS_ONGKIR,14800,9800
2022-09-09,Electronics,Mesin Laminating,2,185000,GRATIS_ONGKIR,370000,365000
2022-09-09,Fashion Pria,Vest Pria,1,78999,GRATIS_ONGKIR,78999,73999
2022-09-09,Medicine,Obat Kulit,1,40684,NOT_USED,40684,
2022-09-09,Make-up,Setting Spray,2,27000,NOT_USED,54000,
2022-09-09,Medicine,Obat Batuk & Pilek,2,25000,GRATIS_ONGKIR,50000,45000
2022-09-09,Medicine,Obat Sakit Kepala & Demam,1,7500,NOT_USED,7500,
2022-09-10,Kitchen Equipment,Regulator & Penghemat Gas,1,104000,GRATIS_ONGKIR,104000,99000
2022-09-10,Fashion Pria,Coat Pria,1,193800,GRATIS_ONGKIR,193800,188800
2022-09-10,Kitchen Equipment,Timbangan Dapur,3,30600,GRATIS_ONGKIR,91800,86800
2022-09-10,Electronics,Mesin Absensi,2,480000,GRATIS_ONGKIR,960000,955000
2022-09-10,Fashion Pria,Jaket Pria,2,140000,NOT_USED,280000,
2022-09-10,Electronics,Mesin Penghancur Kertas,1,1000,NOT_USED,1000,
2022-09-10,Electronics,Mesin Laminating,2,79950,GRATIS_ONGKIR,159900,154900
2022-09-10,Medicine,Obat Lainnya,3,52000,GRATIS_ONGKIR,156000,151000
2022-09-10,Fashion Pria,Vest Pria,3,75999,GRATIS_ONGKIR,227997,222997
2022-09-10,Kitchen Equipment,Regulator & Penghemat Gas,3,60000,GRATIS_ONGKIR,180000,175000
2022-09-10,Electronics,Mesin Jilid,3,59999,NOT_USED,179997,
2022-09-10,Kitchen Equipment,Sarung Kulkas,2,35000,GRATIS_ONGKIR,70000,65000
2022-09-10,Kitchen Equipment,Timbangan Dapur,3,218000,GRATIS_ONGKIR,654000,649000
2022-09-10,Kitchen Equipment,Timbangan Dapur,1,52000,GRATIS_ONGKIR,52000,47000
2022-09-10,Medicine,Obat Sakit Kepala & Demam,2,1850,GRATIS_ONGKIR,3700,-1300
2022-09-10,Make-up,Bedak Wajah,1,77250,GRATIS_ONGKIR,77250,72250
2022-09-10,Medicine,Obat Lainnya,3,9200,NOT_USED,27600,
2022-09-10,Fashion Wanita,Blazer Wanita,2,125000,NOT_USED,250000,
2022-09-10,Fashion Wanita,Jacket Wanita,1,60000,GRATIS_ONGKIR,60000,55000
2022-09-10,Make-up,Face Primer,3,76000,NOT_USED,228000,
2022-09-10,Electronics,Kartu RFID,1,1350,NOT_USED,1350,
2022-09-10,Electronics,Kartu RFID,1,7500,NOT_USED,7500,
2022-09-10,Electronics,Mesin Kasir,1,275000,GRATIS_ONGKIR,275000,270000
2022-09-10,Medicine,Obat Lainnya,3,24796,NOT_USED,74388,
2022-09-10,Fashion Pria,Jaket Pria,2,132500,NOT_USED,265000,
2022-09-10,Fashion Wanita,Sweater Wanita,3,31500,GRATIS_ONGKIR,94500,89500
2022-09-10,Kitchen Equipment,Water Purifier,3,2850000,GRATIS_ONGKIR,8550000,8545000
2022-09-10,Medicine,Obat Alergi,3,13135,NOT_USED,39405,
2022-09-11,Fashion Wanita,Hoodie Wanita,2,97000,NOT_USED,194000,
2022-09-11,Make-up,BB cream,2,19500,NOT_USED,39000,
2022-09-11,Fashion Wanita,Jaket Parka Wanita,2,129270,NOT_USED,258540,
2022-09-11,Make-up,Foundation,2,99000,GRATIS_ONGKIR,198000,193000
2022-09-11,Fashion Pria,Jaket Pria,3,135000,NOT_USED,405000,
2022-09-11,Fashion Pria,Jaket Pria,2,89000,GRATIS_ONGKIR,178000,173000
2022-09-11,Make-up,Bedak Wajah,3,77250,GRATIS_ONGKIR,231750,226750
2022-09-11,Medicine,Obat Sakit Kepala & Demam,3,12125,GRATIS_ONGKIR,36375,31375
2022-09-11,Medicine,Obat Batuk & Pilek,2,25000,GRATIS_ONGKIR,50000,45000
